# opcodes.base: unshifted Z80 opcodes -- 256

0x00="NOP"                         t="4"
0x01="LD BC,@"                  t="10"
0x02="LD (BC),A"                   t="7"   wr="4"
0x03="INC BC"                      t="6"
0x04="INC B"                       t="4"
0x05="DEC B"                       t="4"
0x06="LD B,#"                     t="7"
0x07="RLCA"                        t="4"
0x08="EX AF,AF'"                   t="4"
0x09="ADD HL,BC"                   t="11"
0x0a="LD A,(BC)"                   t="7"   rd="4"
0x0b="DEC BC"                      t="6"
0x0c="INC C"                       t="4"
0x0d="DEC C"                       t="4"
0x0e="LD C,#"                     t="7"
0x0f="RRCA"                        t="4"
0x10="DJNZ %"                 t="8/13"
0x11="LD DE,@"                  t="10"
0x12="LD (DE),A"                   t="7"   wr="4"
0x13="INC DE"                      t="6"
0x14="INC D"                       t="4"
0x15="DEC D"                       t="4"
0x16="LD D,#"                     t="7"
0x17="RLA"                         t="4"
0x18="JR %"                   t="12"
0x19="ADD HL,DE"                   t="11"
0x1a="LD A,(DE)"                   t="7"   rd="4"
0x1b="DEC DE"                      t="6"
0x1c="INC E"                       t="4"
0x1d="DEC E"                       t="4"
0x1e="LD E,#"                     t="7"
0x1f="RRA"                         t="4"
0x20="JR NZ,%"                t="7/12"
0x21="LD HL,@"                  t="10"
0x22="LD (@),HL"                t="16"   wr="10,13"
0x23="INC HL"                      t="6"
0x24="INC H"                       t="4"
0x25="DEC H"                       t="4"
0x26="LD H,#"                     t="7"
0x27="DAA"                         t="4"
0x28="JR Z,%"                 t="7/12"
0x29="ADD HL,HL"                   t="11"
0x2a="LD HL,(@)"                t="16"   rd="10,13"
0x2b="DEC HL"                      t="6"
0x2c="INC L"                       t="4"
0x2d="DEC L"                       t="4"
0x2e="LD L,#"                     t="7"
0x2f="CPL"                         t="4"
0x30="JR NC,%"                t="7/12"
0x31="LD SP,@"                  t="10"
0x32="LD (@),A"                 t="13"   wr="10"
0x33="INC SP"                      t="6"
0x34="INC (HL)"                    t="11"   rd="4"  wr="8"
0x35="DEC (HL)"                    t="11"   rd="4"  wr="8"
0x36="LD (HL),#"                  t="10"   wr="7"
0x37="SCF"                         t="4"
0x38="JR C,%"                 t="7/12"
0x39="ADD HL,SP"                   t="11"
0x3a="LD A,(@)"                 t="13"   rd="10"
0x3b="DEC SP"                      t="6"
0x3c="INC A"                       t="4"
0x3d="DEC A"                       t="4"
0x3e="LD A,#"                     t="7"
0x3f="CCF"                         t="4"
0x40="LD B,B"                      t="4"
0x41="LD B,C"                      t="4"
0x42="LD B,D"                      t="4"
0x43="LD B,E"                      t="4"
0x44="LD B,H"                      t="4"
0x45="LD B,L"                      t="4"
0x46="LD B,(HL)"                   t="7"   rd="4"
0x47="LD B,A"                      t="4"
0x48="LD C,B"                      t="4"
0x49="LD C,C"                      t="4"
0x4a="LD C,D"                      t="4"
0x4b="LD C,E"                      t="4"
0x4c="LD C,H"                      t="4"
0x4d="LD C,L"                      t="4"
0x4e="LD C,(HL)"                   t="7"   rd="4"
0x4f="LD C,A"                      t="4"
0x50="LD D,B"                      t="4"
0x51="LD D,C"                      t="4"
0x52="LD D,D"                      t="4"
0x53="LD D,E"                      t="4"
0x54="LD D,H"                      t="4"
0x55="LD D,L"                      t="4"
0x56="LD D,(HL)"                   t="7"   rd="4"
0x57="LD D,A"                      t="4"
0x58="LD E,B"                      t="4"
0x59="LD E,C"                      t="4"
0x5a="LD E,D"                      t="4"
0x5b="LD E,E"                      t="4"
0x5c="LD E,H"                      t="4"
0x5d="LD E,L"                      t="4"
0x5e="LD E,(HL)"                   t="7"   rd="4"
0x5f="LD E,A"                      t="4"
0x60="LD H,B"                      t="4"
0x61="LD H,C"                      t="4"
0x62="LD H,D"                      t="4"
0x63="LD H,E"                      t="4"
0x64="LD H,H"                      t="4"
0x65="LD H,L"                      t="4"
0x66="LD H,(HL)"                   t="7"   rd="4"
0x67="LD H,A"                      t="4"
0x68="LD L,B"                      t="4"
0x69="LD L,C"                      t="4"
0x6a="LD L,D"                      t="4"
0x6b="LD L,E"                      t="4"
0x6c="LD L,H"                      t="4"
0x6d="LD L,L"                      t="4"
0x6e="LD L,(HL)"                   t="7"   rd="4"
0x6f="LD L,A"                      t="4"
0x70="LD (HL),B"                   t="7"   wr="4"
0x71="LD (HL),C"                   t="7"   wr="4"
0x72="LD (HL),D"                   t="7"   wr="4"
0x73="LD (HL),E"                   t="7"   wr="4"
0x74="LD (HL),H"                   t="7"   wr="4"
0x75="LD (HL),L"                   t="7"   wr="4"
0x76="HALT"                        t="4"
0x77="LD (HL),A"                   t="7"   wr="4"
0x78="LD A,B"                      t="4"
0x79="LD A,C"                      t="4"
0x7a="LD A,D"                      t="4"
0x7b="LD A,E"                      t="4"
0x7c="LD A,H"                      t="4"
0x7d="LD A,L"                      t="4"
0x7e="LD A,(HL)"                   t="7"   rd="4"
0x7f="LD A,A"                      t="4"
0x80="ADD A,B"                     t="4"
0x81="ADD A,C"                     t="4"
0x82="ADD A,D"                     t="4"
0x83="ADD A,E"                     t="4"
0x84="ADD A,H"                     t="4"
0x85="ADD A,L"                     t="4"
0x86="ADD A,(HL)"                  t="7"   rd="4"
0x87="ADD A,A"                     t="4"
0x88="ADC A,B"                     t="4"
0x89="ADC A,C"                     t="4"
0x8a="ADC A,D"                     t="4"
0x8b="ADC A,E"                     t="4"
0x8c="ADC A,H"                     t="4"
0x8d="ADC A,L"                     t="4"
0x8e="ADC A,(HL)"                  t="7"   rd="4"
0x8f="ADC A,A"                     t="4"
0x90="SUB B"                     t="4"
0x91="SUB C"                     t="4"
0x92="SUB D"                     t="4"
0x93="SUB E"                     t="4"
0x94="SUB H"                     t="4"
0x95="SUB L"                     t="4"
0x96="SUB (HL)"                  t="7"   rd="4"
0x97="SUB A"                     t="4"
0x98="SBC A,B"                     t="4"
0x99="SBC A,C"                     t="4"
0x9a="SBC A,D"                     t="4"
0x9b="SBC A,E"                     t="4"
0x9c="SBC A,H"                     t="4"
0x9d="SBC A,L"                     t="4"
0x9e="SBC A,(HL)"                  t="7"   rd="4"
0x9f="SBC A,A"                     t="4"
0xa0="AND B"                     t="4"
0xa1="AND C"                     t="4"
0xa2="AND D"                     t="4"
0xa3="AND E"                     t="4"
0xa4="AND H"                     t="4"
0xa5="AND L"                     t="4"
0xa6="AND (HL)"                  t="7"   rd="4"
0xa7="AND A"                     t="4"
0xa8="XOR B"                     t="4"
0xa9="XOR C"                     t="4"
0xaa="XOR D"                     t="4"
0xab="XOR E"                     t="4"
0xac="XOR H"                     t="4"
0xad="XOR L"                     t="4"
0xae="XOR (HL)"                  t="7"   rd="4"
0xaf="XOR A"                     t="4"
0xb0="OR B"                      t="4"
0xb1="OR C"                      t="4"
0xb2="OR D"                      t="4"
0xb3="OR E"                      t="4"
0xb4="OR H"                      t="4"
0xb5="OR L"                      t="4"
0xb6="OR (HL)"                   t="7"   rd="4"
0xb7="OR A"                      t="4"
0xb8="CP B"                        t="4"
0xb9="CP C"                        t="4"
0xba="CP D"                        t="4"
0xbb="CP E"                        t="4"
0xbc="CP H"                        t="4"
0xbd="CP L"                        t="4"
0xbe="CP (HL)"                     t="7"   rd="4"
0xbf="CP A"                        t="4"
0xc0="RET NZ"                      t="5/11"   rd="5,8"
0xc1="POP BC"                      t="10"   rd="4,7"
0xc2="JP NZ,@"                  t="10/10"
0xc3="JP @"                     t="10"
0xc4="CALL NZ,@"                t="10/17"    wr="11,14"
0xc5="PUSH BC"                     t="11"       wr="5,8"
0xc6="ADD A,#"                    t="7"
0xc7="RST 0x00"                    t="11"       wr="5,8"
0xc8="RET Z"                       t="5/11"   rd="5,8"
0xc9="RET"                         t="10"   rd="4,7"
0xca="JP Z,@"                   t="10/10"
0xcb="shift CB"                    t="4"
0xcc="CALL Z,@"                 t="10/17"    wr="11,14"
0xcd="CALL @"                   t="17"       wr="11,14"
0xce="ADC A,#"                    t="7"
0xcf="RST 0x08"                    t="11"       wr="5,8"
0xd0="RET NC"                      t="5/11"  rd="5,8"
0xd1="POP DE"                      t="10"    rd="4,7"
0xd2="JP NC,@"                  t="10/10"
0xd3="OUT (#),A"                  t="11"       wr="8"
0xd4="CALL NC,@"                t="10/17"    wr="11,14"
0xd5="PUSH DE"                     t="11"       wr="5,8"
0xd6="SUB #"                      t="7"
0xd7="RST 0x10"                    t="11"       wr="5,8"
0xd8="RET C"                       t="5/11"    rd="5,8"
0xd9="EXX"                         t="4"
0xda="JP C,@"                   t="10/10"
0xdb="IN A,(#)"                   t="11"   rd="8"
0xdc="CALL C,@"                 t="10/17"    wr="11,14"
0xdd="shift DD"                    t="0"
0xde="SBC A,#"                    t="7"
0xdf="RST 0x18"                    t="11"       wr="5,8"
0xe0="RET PO"                      t="5/11"   rd="5,8"
0xe1="POP HL"                      t="10"    rd="4,7"
0xe2="JP PO,@"                  t="10/10"
0xe3="EX (SP),HL"                  t="19"       rd="4,7"   wr="11,14"
0xe4="CALL PO,@"                t="10/17"    wr="11,14"
0xe5="PUSH HL"                     t="11"       wr="5,8"
0xe6="AND #"                      t="7"
0xe7="RST 0x20"                    t="11"       wr="5,8"
0xe8="RET PE"                      t="5/11"   rd="5,8"
0xe9="JP HL"                       t="4"
0xea="JP PE,@"                  t="10/10"
0xeb="EX DE,HL"                    t="4"
0xec="CALL PE,@"                t="10/17"    wr="11,14"
0xed="shift ED"                    t="0"
0xee="XOR #"                      t="7"
0xef="RST 0x28"                    t="11"       wr="5,8"
0xf0="RET P"                       t="5/11"   rd="5,8"
0xf1="POP AF"                      t="10"    rd="4,7"
0xf2="JP P,@"                   t="10/10"
0xf3="DI"                          t="4"
0xf4="CALL P,@"                 t="10/17"    wr="11,14"
0xf5="PUSH AF"                     t="11"       wr="5,8"
0xf6="OR #"                       t="7"
0xf7="RST 0x30"                    t="11"       wr="5,8"
0xf8="RET M"                       t="5/11"   rd="5,8"
0xf9="LD SP,HL"                    t="6"
0xfa="JP M,@"                   t="10/10"
0xfb="EI"                          t="4"
0xfc="CALL M,@"                 t="10/17"    wr="11,14"
0xfd="shift FD"                    t="4"
0xfe="CP #"                       t="7"
0xff="RST 0x38"                    t="11"       wr="5,8"
